"classe","sexe","groupe_age","classe_num","survecu"
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Adulte",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Homme","Enfant",2,0
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,1
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Adulte",2,0
"Deuxième","Femme","Enfant",2,1
"Deuxième","Femme","Enfant",2,1
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Deuxième","Femme","Enfant",2,0
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,1
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
"Troisième","Homme","Adulte",3,0
